0,1,2
2.302585092994046,0.08157998699242289,0.0
2.302585092994046,0.13190507087993858,0.0
2.302585092994046,0.04974209189481407,0.0
2.302585092994046,0.05069311431551812,0.0
1.9459101490553132,0.022739486969489426,0.0
2.302585092994046,0.011928570865273802,1.0
1.9459101490553132,0.027615167032973367,0.0
2.302585092994046,0.20538682972495073,0.0
1.9459101490553132,0.028587456851912555,0.0
2.1972245773362196,0.19227188764712272,0.0
2.302585092994046,0.18232155679395465,0.0
2.302585092994046,0.11867152971749864,0.0
2.302585092994046,0.09440067542148432,0.0
2.302585092994046,0.3001045924503381,0.0
2.302585092994046,0.09712671073072274,0.0
1.9459101490553132,0.0246926125903715,0.0
2.0794415416798357,0.1414995622736995,0.0
2.302585092994046,0.2287279296081104,0.0
2.302585092994046,0.10255658832509207,0.0
2.302585092994046,0.06015392281974709,0.0
2.302585092994046,0.11064652008706366,0.0
1.9459101490553132,0.006975613736425241,0.0
1.9459101490553132,0.010939940038334362,0.0
2.302585092994046,0.1604167214059047,0.0
2.302585092994046,0.10074990310014306,0.0
1.9459101490553132,0.003992021269537453,0.0
2.302585092994046,0.1275133202989596,1.0
2.0794415416798357,0.04305948946044697,0.0
1.9459101490553132,0.0246926125903715,0.0
1.9459101490553132,0.032467190137501496,0.0
2.302585092994046,0.24216155714997162,0.0
2.302585092994046,0.12575120530556036,0.0
2.302585092994046,0.11064652008706366,0.0
2.302585092994046,0.1501426584297195,0.0
2.0794415416798357,0.11511280710050457,0.0
2.302585092994046,0.0934903430873389,0.0
2.302585092994046,0.22154226994723591,0.0
2.302585092994046,0.1806534996932576,0.0
2.302585092994046,0.1336563848126736,0.0
2.302585092994046,0.10074990310014306,0.0
2.302585092994046,0.1414995622736995,0.0
1.9459101490553132,0.1097508639591192,0.0
1.9459101490553132,0.020782539182528502,0.0
2.302585092994046,0.23348984336835407,0.0
2.302585092994046,0.13714983814723364,0.0
2.302585092994046,0.3228078744271551,0.0
2.0794415416798357,0.08250122151174369,0.0
2.302585092994046,0.14928170271575444,0.0
2.302585092994046,0.18232155679395465,0.0
2.302585092994046,0.12486898204586927,0.0
2.302585092994046,0.09440067542148432,0.0
1.9459101490553132,0.02176149178151269,0.0
2.302585092994046,0.06765864847381481,1.0
2.302585092994046,0.2577381960787088,0.0
2.0794415416798357,0.09984533496971613,0.0
1.9459101490553132,0.0344014267173324,0.0
2.0794415416798357,0.09984533496971613,0.0
1.9459101490553132,0.03633192924739029,0.0
2.302585092994046,0.12221763272424921,0.0
2.302585092994046,0.06203539091945264,0.0
2.302585092994046,0.1292723357041392,0.0
2.302585092994046,0.1275133202989596,0.0
2.302585092994046,0.14928170271575444,0.0
2.302585092994046,0.13802129789737472,0.0
2.302585092994046,0.11243542932978817,0.0
2.1972245773362196,0.08342160813907239,0.0
2.302585092994046,0.1292723357041392,0.0
1.9459101490553132,0.016857117066422903,0.0
2.302585092994046,0.21349717426240436,0.0
2.302585092994046,0.1097508639591192,0.0
1.9459101490553132,0.019802627296179712,0.0
2.302585092994046,0.11154137473290741,0.0
